id,sentence,polarity
https://openreview.net/forum?id=r1rhWnZkg,"However, it could not be justified that low-rank bilinear pooling leads to better performance than compact biliear pooling.",0
https://openreview.net/forum?id=r1rhWnZkg,It does lead to reduction in number of parameters but it is not clear how much that helps experimentally.,0
https://openreview.net/forum?id=r1rhWnZkg,"So, to be more convinced I would like the authors to provide experimental justification of why low-rank bilinear pooling is better than other forms of pooling.",0
https://openreview.net/forum?id=r1rhWnZkg,"Results on the VQA task are good for this simple model, the ablation study of table 1 gives some insights as to what is important.",1
https://openreview.net/forum?id=r1rhWnZkg,"Missing are some explanations about the language embedding and the importance in deciding embedding dimension and final output dimension, equivalent to deciding the projected dimension in the compact bilinear model.",0
https://openreview.net/forum?id=r1rhWnZkg,Since the main contribution of the,0
https://openreview.net/forum?id=r1rhWnZkg,paper seems to be slightly better performance with fairly large reduction in parameters vs. compact bilinear something should be said about choice of those hyper parameters.,0
https://openreview.net/forum?id=r1rhWnZkg,If you increase embedded and output dimensions to equalize parameters to the compact bilinear model are further gains possible?,0
https://openreview.net/forum?id=r1rhWnZkg,How is the question encoded?,0
https://openreview.net/forum?id=r1rhWnZkg,"Is word order preserved in this encoding, the compact bilinear model compared to in table 1 mentions glove, the proposed model is using this as well?",0
https://openreview.net/forum?id=r1rhWnZkg,"The meaning of visual attention in this model along with the number of glimpses should be tied to the sentence embedding, so now we are looking at particular spatial components when that part of the sentence is encoded, then we stack according to your equation 9?",0
https://openreview.net/forum?id=r1rhWnZkg,This work proposes to approximate the bilinear pooling (outer product) with a formulation which uses the Hadamard Product (element-wise product).,0
https://openreview.net/forum?id=r1rhWnZkg,This formulation is evaluated on the visual question answering (VQA) task together with several other model variants.,1
https://openreview.net/forum?id=r1rhWnZkg,Strength:,1
https://openreview.net/forum?id=r1rhWnZkg,1. The paper discusses how the Hadamard product can be used to approximate the full outer product.,1
https://openreview.net/forum?id=r1rhWnZkg,2. The paper provides an extensive experimental evaluation of other model aspect for VQA.,1
https://openreview.net/forum?id=r1rhWnZkg,3. The full model archives a slight improvement over prior state-of-the-art on the challenging and large scale VQA challenge.,1
https://openreview.net/forum?id=r1rhWnZkg,Weaknesses:,0
https://openreview.net/forum?id=r1rhWnZkg,"1. Novelty: The paper presents only a new “interpretation” of the Hadamard product which has previously been widely used for pooling, including for VQA.",0
https://openreview.net/forum?id=r1rhWnZkg,2. Experimental evaluation:,1
https://openreview.net/forum?id=r1rhWnZkg,"2.1. An experimental direct comparison with MCB missing. Although the evaluated model is similar to Fukui et al. several other changes have been made, including question encoding (GRU vs. LSTM), normalization (tanh vs. L2 vs. none). The small difference in performance (0.44% om Table 1) could easily be attributed to these differences.",0
https://openreview.net/forum?id=r1rhWnZkg,2.2. An experimental comparison to the full outer product (e.g. for a lower dimension) is missing. It remains unclear how good the proposed approximation for the full outer product is. While a comparison to MCB is presented this seems insufficient as MCB is a very different model.,0
https://openreview.net/forum?id=r1rhWnZkg,2.3. One of the most important hyper parameters for the Hadamard Product seems to be the dimension of the lower dimensional embedding d. What effect does changing this have?,0
https://openreview.net/forum?id=r1rhWnZkg,"2.4. Comparison with other pooling strategies, e.g. elementwise sum instead of elementwise product.",0
https://openreview.net/forum?id=r1rhWnZkg,3. No theoretical analysis or properties of the approximation are presented.,0
https://openreview.net/forum?id=r1rhWnZkg,"4. The paper seems to be general at the beginning, but the claim of the benefit of the Hadamard product is only shown experimentally on the VQA dataset.",0
https://openreview.net/forum?id=r1rhWnZkg,"5. Related work: The comparison to the related works in the appendix should at least be mentioned in the main paper, even if the details are the supplemental.",0
https://openreview.net/forum?id=r1rhWnZkg,Minor,0
https://openreview.net/forum?id=r1rhWnZkg,"It is not clear why the Lu et al, 2015 is cited rather than the published paper from Antol et al.",0
https://openreview.net/forum?id=r1rhWnZkg,"Sect 2, first sentence: “every pairs” -> “every pair”",0
https://openreview.net/forum?id=r1rhWnZkg,Summary:,1
https://openreview.net/forum?id=r1rhWnZkg,"While the paper provides a new best performance and an interesting interpretation of Hadamard product, to be a strong paper, either a more theoretical analysis of the properties of this approximation is required or a corresponding experimental evaluation.",0
https://openreview.net/forum?id=r1rhWnZkg,It is a bit unfortunate that most of the experimental evaluation is not about the main claim of the paper (the Hadamard product) but of unrelated aspects which are important to achieve high performance in the VQA challenge.,0
https://openreview.net/forum?id=r1rhWnZkg,To be more convincing I would like to see the following experiments,0
https://openreview.net/forum?id=r1rhWnZkg,Comparison with Outer product in the identical model,0
https://openreview.net/forum?id=r1rhWnZkg,Comparison with MCB in the identical model,0
https://openreview.net/forum?id=r1rhWnZkg,Comparison with elementwise sum instead of elementwise product,0
https://openreview.net/forum?id=r1rhWnZkg,One of the most important hyper parameters for the Hadamard Product seems to be the dimension of the lower dimensional embedding d.,0
https://openreview.net/forum?id=r1rhWnZkg,What effect does changing this have?,0
https://openreview.net/forum?id=S1J0E-71l,Summary:,1
https://openreview.net/forum?id=S1J0E-71l,This paper proposes to use surprisal-driven feedback for training recurrent neural networks where they feedback the next-step prediction error of the network as an input to the network.,0
https://openreview.net/forum?id=S1J0E-71l,Authors have shown a result on language modeling tasks.,1
https://openreview.net/forum?id=S1J0E-71l,Contributions:,1
https://openreview.net/forum?id=S1J0E-71l,"The introduction of surprisal-driven feedback, which is just the feedback from the errors of the model from the previous time-steps.",0
https://openreview.net/forum?id=S1J0E-71l,Questions:,0
https://openreview.net/forum?id=S1J0E-71l,A point which is not fully clear from the paper is whether if you have used the ground-truth labels on the test set for the surprisal feedback part of the model?,0
https://openreview.net/forum?id=S1J0E-71l,I assume that authors do that since they claim that they use the misprediction error as additional input.,0
https://openreview.net/forum?id=S1J0E-71l,Criticisms:,0
https://openreview.net/forum?id=S1J0E-71l,"The paper is really badly written, authors should rethink the organization of the paper.",0
https://openreview.net/forum?id=S1J0E-71l,"Most of the equations presented in the paper, about BPTT are not necessary for the main-text and could be moved to Appendix.",0
https://openreview.net/forum?id=S1J0E-71l,The justification is not convincing enough.,0
https://openreview.net/forum?id=S1J0E-71l,"Experimental results are lacking, only results on a single dataset are provided.",0
https://openreview.net/forum?id=S1J0E-71l,"Although the authors claim that they got SOTA on enwiki8, there are other papers such as the HyperNetworks that got better results (1.34) than the result they achieve.",0
https://openreview.net/forum?id=S1J0E-71l,This claim is wrong.,0
https://openreview.net/forum?id=S1J0E-71l,"The model requires the ground-truth labels for the test-set, however, this assumption really limits the application of this technique to a very limited set of applications(more or less rules out most conditional language modeling tasks).",0
https://openreview.net/forum?id=S1J0E-71l,High-level Review:,0
https://openreview.net/forum?id=S1J0E-71l,Pros:,0
https://openreview.net/forum?id=S1J0E-71l,- A simple modification of the model that seems to improve the results and it is an interesting modification.,1
https://openreview.net/forum?id=S1J0E-71l,Cons:,0
https://openreview.net/forum?id=S1J0E-71l,- The authors need to use test-set labels.,0
https://openreview.net/forum?id=S1J0E-71l,- Writing of the paper is bad.,0
https://openreview.net/forum?id=S1J0E-71l,- The authors assume that they have access to the ground-truth labels during the test-set.,0
https://openreview.net/forum?id=S1J0E-71l,- Experimental results are lacking,0
https://openreview.net/forum?id=S1J0E-71l,This paper proposes to use previous error signal of the output layer as an additional input to recurrent update function in order to enhance the modelling power of a dynamic system such as RNNs.,1
https://openreview.net/forum?id=S1J0E-71l,"This paper makes an  erroneous assumption: test label information is not given in most of the real world applications, except few applications.",0
https://openreview.net/forum?id=S1J0E-71l,"This means that the language modelling task, which is the only experiment of this paper, may not be the right task to test this approach.",0
https://openreview.net/forum?id=S1J0E-71l,"Also, comparing against the models that do not use test error signal at inference time is unfair.",0
https://openreview.net/forum?id=S1J0E-71l,"We cannot just say that the test label information is being observed, this only holds in online-prediction problems.",0
https://openreview.net/forum?id=S1J0E-71l,"The experiment is only conducted on one dataset, reporting state-of-the-art result, but unfortunately this is not true.",0
https://openreview.net/forum?id=S1J0E-71l,"There are already more than four papers reporting better numbers than the one reported in this task, however the author did not cite them.",0
https://openreview.net/forum?id=S1J0E-71l,"I understand that this paper came before the other papers, but the manuscript should be updated before the final decision.",0
https://openreview.net/forum?id=S1J0E-71l,"The model size is still missing and without this information, it is hard to judge the contribution of the proposed trick.",0
https://openreview.net/forum?id=S1J0E-71l,"This paper proposes to leverage ""surprisal"" as top-down signal in RNN.",0
https://openreview.net/forum?id=S1J0E-71l,More specifically author uses the error corresponding to the previous prediction as an extra input at the current timestep in a LSTM.,0
https://openreview.net/forum?id=S1J0E-71l,The general idea of suprising-driven feedback is interesting for online prediction task.,1
https://openreview.net/forum?id=S1J0E-71l,It is a simple enough idea that seems to bring some significant improvements.,1
https://openreview.net/forum?id=S1J0E-71l,"However, the paper in its current form has some important flaws.",0
https://openreview.net/forum?id=S1J0E-71l,"Overall, the paper writing could be improved.",0
https://openreview.net/forum?id=S1J0E-71l,"In particular, section 2.4 and 2.5 is composed mostly by the equations of the forward and backward propagation of feedback RNN and feedback LSTM.",0
https://openreview.net/forum?id=S1J0E-71l,"However, author provides no analysis along with those equations.",0
https://openreview.net/forum?id=S1J0E-71l,It is therefore not clear what insight the author tries to express in those sections.,0
https://openreview.net/forum?id=S1J0E-71l,"In addition, feedback RNN is not evaluated in the experimental section, so it is not clear why feedback RNN is described.",0
https://openreview.net/forum?id=S1J0E-71l,The experimental evaluation is limited.,0
https://openreview.net/forum?id=S1J0E-71l,Only one dataset enwik8 is explored.,0
https://openreview.net/forum?id=S1J0E-71l,I think it is necessary to try the idea on different datasets to see if feedback LSTM sees some consistent improvements.,0
https://openreview.net/forum?id=S1J0E-71l,"Also, author claims state-of-art on enwik8, but hypernetwork, already cited in the paper, achieves better results (1.34 BPC, table 4 in the hypernetworks paper).",0
https://openreview.net/forum?id=S1J0E-71l,Author only compares to methods that do not use last prediction error as extra signal.,0
https://openreview.net/forum?id=S1J0E-71l,I would argue that a comparison with dynamic evaluation would be more fair.,0
https://openreview.net/forum?id=S1J0E-71l,"Feedback LSTM uses prediction error as extra input in the forward prop, while dynamic evaluation  backprop it through the network and change the weight accordingly.",0
https://openreview.net/forum?id=S1J0E-71l,"Also they don't propagate the prediction error in the same way, they both leverage ""extra"" supervised information through the prediction errors.",0
https://openreview.net/forum?id=S1J0E-71l,In summary:,1
https://openreview.net/forum?id=S1J0E-71l,Pros:,0
https://openreview.net/forum?id=S1J0E-71l,Interesting idea,1
https://openreview.net/forum?id=S1J0E-71l,Seems to improve performances,1
https://openreview.net/forum?id=S1J0E-71l,Cons:,0
https://openreview.net/forum?id=S1J0E-71l,Paper writing,0
https://openreview.net/forum?id=S1J0E-71l,Weak evaluation (only one dataset),0
https://openreview.net/forum?id=S1J0E-71l,Compare only with approaches that does not use the last-timestep error signal,0
https://openreview.net/forum?id=BkCPyXm1l,The paper introduced a regularization scheme through soft-target that are produced by mixing between the true hard label and the current model prediction.,1
https://openreview.net/forum?id=BkCPyXm1l,"Very similar method was proposed in Section 6 from (Hinton et al. 2016, Distilling the Knowledge in a Neural Network).",0
https://openreview.net/forum?id=BkCPyXm1l,Pros:,0
https://openreview.net/forum?id=BkCPyXm1l,+ Comprehensive analysis on the co-label similarity.,1
https://openreview.net/forum?id=BkCPyXm1l,Cons:,0
https://openreview.net/forum?id=BkCPyXm1l,Weak baselines.,0
https://openreview.net/forum?id=BkCPyXm1l,I am not sure the authors have found the best hyper-parameters in their experiments.,0
https://openreview.net/forum?id=BkCPyXm1l,I just trained a 5 layer fully connected MNIST model with 512 hidden units without any regularizer and achieved 0.986 acc.,1
https://openreview.net/forum?id=BkCPyXm1l,"using Adam and He initialization, where the paper reported 0.981 for such architecture.",0
https://openreview.net/forum?id=BkCPyXm1l,The authors failed to bring the novel idea.,0
https://openreview.net/forum?id=BkCPyXm1l,It is very similar to (Hinton et al. 2016).,0
https://openreview.net/forum?id=BkCPyXm1l,This is probably not enough for ICLR.,0
https://openreview.net/forum?id=BkCPyXm1l,"Inspired by the analysis on the effect of the co-label similarity (Hinton et al., 2015), this paper proposes a soft-target regularization that iteratively trains the network using weighted average of the exponential moving average of past labels and hard labels as target argument of loss.",1
https://openreview.net/forum?id=BkCPyXm1l,They claim that this prevents the disappearing of co-label similarity after early training and  yields a competitive regularization to dropout without sacrificing network capacity.,1
https://openreview.net/forum?id=BkCPyXm1l,"In order to make a fair comparison to dropout,  the dropout should be tuned carefully.",0
https://openreview.net/forum?id=BkCPyXm1l,Showing that it performs better than dropout regularization for some particular values of dropout (Table 2) does not demonstrate a convincing advantage.,0
https://openreview.net/forum?id=BkCPyXm1l,It is possible that dropout performs better after a reasonable tuning with cross-validation.,0
https://openreview.net/forum?id=BkCPyXm1l,The baseline architectures used in the experiments do not belong the recent state of art methods thus yielding significantly lower accuracy.,0
https://openreview.net/forum?id=BkCPyXm1l,"It seems also that experiment setup does not involve any data augmentation, the results can also change with augmentation.",0
https://openreview.net/forum?id=BkCPyXm1l,It is not clear why number of epochs are set to a small number like 100 without putting some convergence tests..,0
https://openreview.net/forum?id=BkCPyXm1l,Therefore the significance of the method is not convincingly demonstrated in empirical study.,0
https://openreview.net/forum?id=BkCPyXm1l,Co-label similarities could be calculated using softmax results at final layer rather than using predicted labels.,0
https://openreview.net/forum?id=BkCPyXm1l,"The advantage over dropout is not clear in Figure 4, the dropout is set to 0.2 without any cross-validation.",0
https://openreview.net/forum?id=BkCPyXm1l,Regularizing by enforcing the training steps to keep co-label similarities is interesting idea but not very novel and the results are not significant.,0
https://openreview.net/forum?id=BkCPyXm1l,Pros :,0
https://openreview.net/forum?id=BkCPyXm1l,provides an investigation of regularization on co-label similarity during training,1
https://openreview.net/forum?id=BkCPyXm1l,Cons:,0
https://openreview.net/forum?id=BkCPyXm1l,The empirical results do not support the intuitive claims regarding proposed procedure,0
https://openreview.net/forum?id=BkCPyXm1l,Iterative version can be unstable in practice,0
https://openreview.net/forum?id=BkCPyXm1l,This manuscript tries to tackle neural network regularization by blending the target distribution with predictions of the model itself.,1
https://openreview.net/forum?id=BkCPyXm1l,"In this sense it is similar in spirit to scheduled sampling (Bengio et al) and SEARN (Daume et al) DAgger (Ross et al) which consider a ""roll-in"" mixture of the target and model distributions during training.",0
https://openreview.net/forum?id=BkCPyXm1l,"It was clarified in the pre-review questions that these targets are generated on-line rather than from a lagged distribution, which I think makes the algorithm pseudocode somewhat misleading if I understand it correctly.",0
https://openreview.net/forum?id=BkCPyXm1l,"This is an incremental improvement on the idea of label softening/smoothing that has recently been revived, and so the novelty is not that high.",0
https://openreview.net/forum?id=BkCPyXm1l,"The author points out that co-label similarity is better preserved by this method but it doesn't follow that this is causal re: regularization; a natural baseline would be a fixed, soft label distribution, as well as one where the softening/temperature of the label distribution is gradually reduced (as one would expect for this method to do as the model gets closer and closer to reproducing the target distribution).",0
https://openreview.net/forum?id=BkCPyXm1l,It's an interesting and somewhat appealing idea but the case is not clearly made that this is all that useful.,0
https://openreview.net/forum?id=BkCPyXm1l,"The dropout baselines for MNIST seem quite far from results already in the literature (Srivastava et al 2014 achieves 1.06% with a 3x1024 MLP with dropout and a simple max norm constraint; the dropout baselines here fail to break 1.3% which is rather high by contemporary standards on the permutation-invariant task), and results for CIFAR10 are quite far from the current state of the art, making it difficult to judge the contribution in light of other innovations.",0
https://openreview.net/forum?id=BkCPyXm1l,The largest benchmark considered is SVHN where the reported accuracies are quite bad indeed; SOTA for single net performance has been less than half the reported error rates for 3-4 years now.,0
https://openreview.net/forum?id=BkCPyXm1l,It's unclear what conclusions can be drawn about how this would help (or even hurt) in a better-tuned setting.,0
https://openreview.net/forum?id=BkCPyXm1l,"I have remaining reservations about data hygiene, namely reporting minimum test loss/maximum test accuracy rather than an unbiased method for model selection (minimum validation set error, for example).",0
https://openreview.net/forum?id=BkCPyXm1l,"Relatedly, the regularization potential of early stopping on a validation set is not considered.",0
https://openreview.net/forum?id=BkCPyXm1l,"See, e.g. the protocol in Goodfellow et al (2013).",0
https://openreview.net/forum?id=B1jnyXXJx,Summary:,1
https://openreview.net/forum?id=B1jnyXXJx,This paper proposes a regularizer that is claimed to help escaping from the saddle points.,1
https://openreview.net/forum?id=B1jnyXXJx,"The method is inspired from physics, such that thinking of the optimization process is moving a positively charged particle would over the error surface which would be pushed away from saddle points due to the saddle point being positively changed as well.",1
https://openreview.net/forum?id=B1jnyXXJx,Authors of the paper show results over several different datasets.,1
https://openreview.net/forum?id=B1jnyXXJx,Overview of the Review:,0
https://openreview.net/forum?id=B1jnyXXJx,Pros:,0
https://openreview.net/forum?id=B1jnyXXJx,- The idea is very interesting.,1
https://openreview.net/forum?id=B1jnyXXJx,- The diverse set of results on different datasets.,1
https://openreview.net/forum?id=B1jnyXXJx,Cons:,0
https://openreview.net/forum?id=B1jnyXXJx,- The justification is not strong enough.,0
https://openreview.net/forum?id=B1jnyXXJx,- The paper is not well-written.,0
https://openreview.net/forum?id=B1jnyXXJx,- Experiments are not convincing enough.,0
https://openreview.net/forum?id=B1jnyXXJx,Criticisms:,0
https://openreview.net/forum?id=B1jnyXXJx,I liked the idea and the intuitions coming from the paper.,1
https://openreview.net/forum?id=B1jnyXXJx,"However, I think this paper is not written well.",0
https://openreview.net/forum?id=B1jnyXXJx,"There are some variables introduced in the paper and not explained good-enough, for example in 2.3, the authors start to talk about p without introducing and defining it properly.",0
https://openreview.net/forum?id=B1jnyXXJx,The only other place it appears before is Equation 6.,0
https://openreview.net/forum?id=B1jnyXXJx,"The Equations need some work as well, some work is needed in terms of improving the flow of the paper, e.g., introducing all the variables properly before using them.",0
https://openreview.net/forum?id=B1jnyXXJx,Equation 6 appears without a proper explanation and justification.,0
https://openreview.net/forum?id=B1jnyXXJx,It is necessary to explain it what it means properly since I think this is one of the most important equation in this paper.,0
https://openreview.net/forum?id=B1jnyXXJx,More analysis on what it means in terms of optimization point of view would also be appreciated.,0
https://openreview.net/forum?id=B1jnyXXJx,"is not a parameter, it is a function which has its own hyper-parameter .",0
https://openreview.net/forum?id=B1jnyXXJx,It would be interesting to report validation or test results on a few tasks as well.,0
https://openreview.net/forum?id=B1jnyXXJx,"Since this method introduced as an additional cost function, its effect on the validation/test results would be interesting as well.",0
https://openreview.net/forum?id=B1jnyXXJx,The authors should discuss more on how they choose the hyper-parameters of their models.,0
https://openreview.net/forum?id=B1jnyXXJx,The Figure 2 and 3 does not add too much to the paper and they are very difficult to understand or draw any conclusions from.,0
https://openreview.net/forum?id=B1jnyXXJx,There are lots of Figures under 3.4.2 without any labels of captions.,0
https://openreview.net/forum?id=B1jnyXXJx,Some of them are really small and difficult to understand since the labels on the figures appear very small and somewhat unreadable.,0
https://openreview.net/forum?id=B1jnyXXJx,A small question:,0
https://openreview.net/forum?id=B1jnyXXJx,* Do you also backpropagate through,0
https://openreview.net/forum?id=B1jnyXXJx,?,0
https://openreview.net/forum?id=B1jnyXXJx,This paper proposes a novel method for accelerating optimization near saddle points.,1
https://openreview.net/forum?id=B1jnyXXJx,The basic idea is to repel the current parameter vector from a running average of recent parameter values.,1
https://openreview.net/forum?id=B1jnyXXJx,This method is shown to optimize faster than a variety of other methods in a variety of datasets and architectures.,1
https://openreview.net/forum?id=B1jnyXXJx,"On the surface, the proposed method seems extremely close to momentum.",0
https://openreview.net/forum?id=B1jnyXXJx,It would be very valuable to think of a clear diagram illustrating how it differs from momentum and why it might be better near a saddle point.,0
https://openreview.net/forum?id=B1jnyXXJx,"The illustration of better convergence on the toy saddle example is not what I mean here—optimization speed comparisons are always difficult due to the many details and hyper parameters involved, so seeing it work faster in one specific application is not as useful as a conceptual diagram which shows a critical case where CPN will behave differently from—and clearly qualitatively better than—momentum.",0
https://openreview.net/forum?id=B1jnyXXJx,Another way of getting at the relationship to momentum would be to try to find a form for R_t(f) that yields the exact momentum update.,0
https://openreview.net/forum?id=B1jnyXXJx,You could then compare this with the R_t(f) used in CPN.,0
https://openreview.net/forum?id=B1jnyXXJx,The overly general notation  etc should be dropped—Eqn 8 is enough.,0
https://openreview.net/forum?id=B1jnyXXJx,"The theoretical results (Eqn 1 and Thm 1) should be removed, they are irrelevant until the joint density can be specified.",0
https://openreview.net/forum?id=B1jnyXXJx,"Experimentally, it would be valuable to standardize the results to allow comparison to other methods.",0
https://openreview.net/forum?id=B1jnyXXJx,"For instance, recreating Figure 4 of Dauphin et al, but engaging the CPN method rather than SFN, would clearly demonstrate that CPN can escape something that momentum cannot.",0
https://openreview.net/forum?id=B1jnyXXJx,"I think the idea here is potentially very valuable, but needs more rigorous comparison and a clear relation to momentum and other work.",0
https://openreview.net/forum?id=B1jnyXXJx,The research direction taken by this paper is of great interest.,1
https://openreview.net/forum?id=B1jnyXXJx,"However, the empirical results are not great enough to pay for the weaknesses of the proposed approach (see Section 6).",0
https://openreview.net/forum?id=B1jnyXXJx,"""Throughout this paper the selection of hyper-parameters was kept rather simple.""",0
https://openreview.net/forum?id=B1jnyXXJx,but the momentum term of CPN is set to 0.95,0
https://openreview.net/forum?id=B1jnyXXJx,and not 0.9 as in all/most optimizers CPN is compared to.,0
https://openreview.net/forum?id=B1jnyXXJx,I suppose that the positive effect of CPN (if any) is mostly due to its momentum term.,0
https://openreview.net/forum?id=S1vyujVye,This paper proposes an unsupervised training objective based on patch contrasting for visual representation learning using deep neural networks.,1
https://openreview.net/forum?id=S1vyujVye,"In particular, the feature representations of the patches from the same image are encouraged to be closer than the those from different images.",0
https://openreview.net/forum?id=S1vyujVye,The distance ratios of positive training pairs are optimized.,1
https://openreview.net/forum?id=S1vyujVye,The proposed method are empirically shown to be effective as an initialization method for supervised training.,1
https://openreview.net/forum?id=S1vyujVye,Strengths:,1
https://openreview.net/forum?id=S1vyujVye,The training objective is reasonable.,1
https://openreview.net/forum?id=S1vyujVye,"In particular, high-level features show translation invariance.",1
https://openreview.net/forum?id=S1vyujVye,The proposed methods are effective for initializing neural networks for supervised training on several datasets.,1
https://openreview.net/forum?id=S1vyujVye,Weaknesses:,0
https://openreview.net/forum?id=S1vyujVye,The methods are technically similar to the “exemplar network” (Dosovitskiy 2015).,0
https://openreview.net/forum?id=S1vyujVye,"Cropping patches from a single image can be taken as a type of data augmentation, which is comparable to the data augmentation of positive sample (the exemplar) in (Dosovitskiy 2015).",0
https://openreview.net/forum?id=S1vyujVye,The paper is experimentally misleading.,0
https://openreview.net/forum?id=S1vyujVye,The results reported in this paper are based on fine-tuning the whole network with supervision.,0
https://openreview.net/forum?id=S1vyujVye,"However, in Table 2, the results of exemplar convnets (Dosovitskiy 2015) is from unsupervised feature learning (the network is not finetuned with labeled samples, and only a classifier is trained upon the features).",0
https://openreview.net/forum?id=S1vyujVye,"Therefore, the comparison is not fair.",0
https://openreview.net/forum?id=S1vyujVye,"I suspect that exemplar convnets (Dosovitskiy 2015) would achieve similar improvements from fine-tuning; so, without such comparisons (head-to-head comparison with and without fine-tuning based on the same architecture except for the loss), the experimental results are not fully convincing.",0
https://openreview.net/forum?id=S1vyujVye,"Regarding the comparison to “What-where” autoencoder (Zhao et al, 2015), it will be interesting to compare against it in large-scale settings, as shown by Zhang et al, ICML 2016 (Augmenting Supervised Neural Networks with Unsupervised Objectives for Large-Scale Image Classification).",0
https://openreview.net/forum?id=S1vyujVye,"Training an AlexNet is not very time-consuming with latest (e.g., TITAN-X level) GPUs.",0
https://openreview.net/forum?id=S1vyujVye,The proposed method seems useful only for natural images where different patches from the same image can be similar to each other.,0
https://openreview.net/forum?id=S1vyujVye,"The proposed self supervised loss is formulated using a Siamese architecture and encourages patches from the same image to lie closer in feature space than a contrasting patch taken from a different, random image.",1
https://openreview.net/forum?id=S1vyujVye,The loss is very similar in spirit to that of Doersch et al. ICCV 2015 and Isola et al. ICLR 2016 workshop.,0
https://openreview.net/forum?id=S1vyujVye,It seems that the proposed loss is actually a simplified version of Doersch et al.,0
https://openreview.net/forum?id=S1vyujVye,"ICCV 2015 in that it does not make use of the spatial offset, a freely available self supervised signal in natural images.",0
https://openreview.net/forum?id=S1vyujVye,"Intuitively, it seems that the self-supervised problem posed by this method is strictly simpler, and therefore less powerful, than that of the aforementioned work.",0
https://openreview.net/forum?id=S1vyujVye,I would like to see more discussion on the comparison of these two approaches.,0
https://openreview.net/forum?id=S1vyujVye,Nevertheless the proposed method seems to be effective in achieving good empirical results using this simple loss.,1
https://openreview.net/forum?id=S1vyujVye,"Though more implementation details should be provided, such as the effect of patch size, overlap between sampled patches, and any other important measures taken to avoid trivial solutions.",0
https://openreview.net/forum?id=S1vyujVye,This paper presents a novel way to do unsupervised pretraining in a deep convolutional network setting (though likely applicable to fully-connected nets as well).,1
https://openreview.net/forum?id=S1vyujVye,"The method is that of ‘spatial constrasting’, i.e. of building triplets from patches of input images and learning a presentation that assigns a high score for patches coming from the same image and a low score for patches from diferent images.",1
https://openreview.net/forum?id=S1vyujVye,The method is simple enough that I am surprised that no-one has tried this before (at least according to the previous work in the submission).,1
https://openreview.net/forum?id=S1vyujVye,Here are some comments:,0
https://openreview.net/forum?id=S1vyujVye,The usage of P(f_i^1 | f_i^2) in Section 4.1 is a bit odd.,0
https://openreview.net/forum?id=S1vyujVye,"May be worth defining mathematically what kind of probability the authors are talking about, or just taking that part out (“probability” can be replaced with another word).",0
https://openreview.net/forum?id=S1vyujVye,"I would like to know more about how the method is using the “batch statistics” (end of Section 4.2) by sampling from it, unless the authors simply mean that the just sample from all the possible triples in their batch.",0
https://openreview.net/forum?id=S1vyujVye,Shouldn’t the number of patches sampled in Algorithm 1 be a hyper-parameter rather than just be 1?,0
https://openreview.net/forum?id=S1vyujVye,Have the authors tried any other value?,0
https://openreview.net/forum?id=S1vyujVye,"I think there are some missing details in the paper, like the patch size or whether the authors have played with it at all (I think this is an important hyper-parameter).",0
https://openreview.net/forum?id=S1vyujVye,"The STL results are quite impressive, but CIFAR-10 maybe not so much.",0
